Target_File,Status,Primary_Source,Source_URL,Source_Year_or_Version,Chosen_Case_Basis,Specific_Use,Current_File_State,Notes
gen_availability_timeseries.csv,current_build,Public July 2024 ISO-NE hourly wind/solar production chronology layered on mapped public fleet plus EIA-860 wind/solar supplemental attributes,local derived file,July 2024 744-hour profile,Plant-level hourly availability for generators,Populated direct input,VRE generators receive plant-level AF from public ISO-NE hourly renewable production with plant-level shaping from EIA-860 attributes; non-VRE units currently use generator AF of 1.0 by default
storagedata.csv,current_build,EIA-860 2024 operable energy storage plus pumped-storage generators mapped to synthetic buses,local preprocessing,2024 EIA-860,Public battery plus pumped-hydro storage fleet,Populated direct input,Current build includes public battery storage and explicit pumped-hydro storage with plant-specific duration/efficiency assumptions where public information was found
load_timeseries_nodal.csv,current_build,ISO-NE nodal load weights reports compressed to the synthetic 250-bus network,https://www.iso-ne.com/static-transform/csv/histRpts/nodalload/,July 2024,Hourly nodal load multipliers for all 250 buses,Populated direct input,Required direct nodal-load input for nodal PCM in the current HOPE build
load_timeseries_regional.csv,current_build,Aggregated from the current nodal load build plus EIA balancing-authority NI,local derived file,July 2024,Hourly zonal load multipliers for the four HOPE zones plus system NI,Populated direct input,Derived by aggregating the nodal July 2024 load multipliers back to the four HOPE zones and adding public hourly NI
wind_timeseries_regional.csv,current_build,Public July 2024 ISO-NE hourly wind production chronology aggregated to HOPE zones,local derived file,July 2024 744-hour profile,Zonal wind fallback input for PCM,Populated direct input,Consistent with the plant-level AF assumptions and public ISO-NE wind production
solar_timeseries_regional.csv,current_build,Public July 2024 ISO-NE hourly solar production chronology aggregated to HOPE zones,local derived file,July 2024 744-hour profile,Zonal solar fallback input for PCM,Populated direct input,Consistent with the plant-level AF assumptions and public ISO-NE solar production
carbonpolicies.csv,current_build,Case-calibrated first-pass state carbon allowances,local calibrated input,Current ISO-NE case build,State carbon caps for nodal bus-state accounting test,Populated direct input,Current allowances are conservative values set slightly above the latest unconstrained solved emissions by state
rpspolicies.csv,current_build,Case-calibrated first-pass state RPS and REC trading matrix,local calibrated input,Current ISO-NE case build,State clean-energy targets for nodal bus-state accounting test,Populated direct input,Current RPS matrix uses moderate targets with all-to-all New England REC trading enabled
single_parameter.csv,current_build,HOPE template defaults,local template,Current repo template,General PCM penalty and reserve settings,Populated direct input,Still needs ISO-NE-specific calibration later
3_2_Wind_Y2024.xlsx,current_build,EIA-860 wind supplemental table,https://www.eia.gov/electricity/data/eia860/,2024,Plant-level wind design speed and hub-height attributes for AF shaping,Stored in raw_sources,Used to shape plant-level wind AF in gen_availability_timeseries.csv
3_3_Solar_Y2024.xlsx,current_build,EIA-860 solar supplemental table,https://www.eia.gov/electricity/data/eia860/,2024,Plant-level solar tracking and geometry attributes for AF shaping,Stored in raw_sources,Used to shape plant-level solar AF in gen_availability_timeseries.csv
